id,first_name,last_name,state_id,birthday,age,gender_id,acct_created_date
448,Edward,Stout,2,1983-10-10,33,1,2006-07-29
449,William,Jones,39,1978-01-21,39,1,2005-07-16
450,Edna,Murray,13,1997-04-03,19,2,2011-08-14
451,Betty,Jimenez,42,1965-04-03,51,2,2004-04-10
452,Jennifer,Shepard,25,1975-05-04,41,2,2012-10-11
453,Alma,Morales,43,1991-06-15,25,2,2013-09-14
454,Grace,Gordon,11,1988-05-13,28,2,2010-10-11
455,Ramon,Wright,38,2000-09-19,16,1,2015-07-25
456,Lucas,England,44,1958-09-16,58,1,2014-11-15
457,Cheryl,Bryant,24,1952-05-24,64,2,2005-03-25
458,Jean,Davis,48,2002-10-10,14,2,2014-01-06
459,Thomas,Sargent,50,1967-08-03,49,1,2003-09-20
460,Daniel,Anthony,34,1969-06-06,47,1,2001-02-14
461,John,Buck,43,1967-02-06,50,1,2007-02-23
462,Joann,Floyd,18,1978-12-03,38,2,2013-11-22
463,Rose,Wilson,34,1988-06-08,28,2,2011-04-26
464,Kimberly,Barber,40,1952-03-24,64,2,2011-05-19
465,Teresa,Graham,21,1953-03-11,63,2,2005-07-18
466,Janet,Solis,21,1994-08-03,22,2,2004-11-29
467,Mike,Robinson,15,1953-05-27,63,1,2011-08-01
468,Juanita,Castillo,22,1985-11-09,31,2,2012-12-30
469,Angela,Wiggins,40,1978-04-30,38,2,2011-06-07
470,Julie,Smith,22,1956-01-16,61,2,2014-07-28
471,Carol,Bowman,1,1994-08-09,22,2,2015-02-02
472,John,Johnson,22,1955-04-04,61,1,2000-02-06
473,Daryl,Davis,35,1985-11-14,31,1,2005-07-07
474,Roland,Butler,7,1952-11-03,64,1,2012-08-15
475,Adam,Martin,38,1987-12-16,29,1,2014-11-19
476,Gil,Thompson,3,1966-12-29,50,1,2012-11-28
477,Amy,Perez,26,1965-05-20,51,2,2005-01-18
478,Lucia,Bradshaw,8,1992-04-26,24,2,2006-10-18
479,Randal,Shelton,5,1970-03-23,46,1,2006-02-10
480,Guillermo,Smith,46,1973-11-16,43,1,2014-05-24
481,Eugene,Gonzalez,46,1989-01-20,28,1,2010-04-06
482,Sandra,Mcdonald,33,1964-06-23,52,2,2008-06-16
483,Arturo,Faulkner,34,1975-07-14,41,1,2012-02-05
484,Vicki,Cohen,13,1976-06-19,40,2,2007-11-11
485,Roland,Robinson,17,1996-02-08,21,1,2011-06-12
486,Debra,Mccarthy,23,1960-02-25,57,2,2000-02-11
487,Grace,May,19,1961-07-15,55,2,2006-02-07
488,Todd,Riley,2,1985-04-02,31,1,2015-02-10
489,Florence,Justice,34,1972-08-09,44,2,2001-02-08
490,Joan,Jacobs,49,1978-04-01,38,2,2001-09-27
491,Denise,Key,14,1983-11-05,33,2,2000-12-13
492,Johnny,Logan,43,1962-06-17,54,1,2004-07-13
493,Shirley,Johnson,18,1969-09-21,47,2,2014-01-02
494,Mary,Rogers,6,1977-04-20,39,2,2010-09-19
495,Sarah,Gordon,1,1978-02-12,39,2,2011-11-24
496,Joanna,Smith,24,1987-05-25,29,2,2012-07-02
497,Robert,Phillips,41,1970-08-14,46,1,2002-08-27
498,Edward,Cunningham,37,2003-09-23,13,1,2014-08-21
499,Aaron,Walker,32,1961-02-17,56,1,2014-05-24
500,Joseph,Smith,41,1971-02-10,46,1,2009-12-03
501,Christopher,Pierce,43,1963-08-03,53,1,2003-09-06
502,Mary,Kelley,1,1997-07-24,19,2,2007-04-28
503,Elliott,Bailey,1,1962-09-15,54,1,2004-07-21
504,Justin,Rodriguez,8,1971-07-27,45,1,2005-01-30
505,Jane,Jennings,16,1996-12-04,20,2,2009-03-19
506,Juan,Cannon,44,1966-05-10,50,1,2008-04-12
507,Betsy,Carr,19,1962-08-14,54,2,2011-08-08
508,Ruth,Martinez,16,2002-03-19,14,2,2015-03-02
509,Janice,Gilbert,3,1972-03-27,44,2,2000-02-16
510,Ricardo,Larson,43,1976-06-23,40,1,2012-05-07
511,Donna,Morgan,42,1953-02-08,64,2,2000-02-04
512,Tracy,Walker,40,1997-01-29,20,2,2013-03-08
513,Rachel,Lee,26,2004-12-19,12,2,2014-04-08
514,Conrad,Chambers,41,1992-10-10,24,1,2015-10-13
515,Michelle,Mitchell,24,1951-09-17,65,2,2015-02-17
516,Doreen,Nichols,50,1999-11-23,17,2,2009-02-22
517,Ronald,Guzman,27,1996-02-02,21,1,2008-03-19
518,Claudio,Morgan,46,1982-12-03,34,1,2007-01-29
519,Richard,Clark,50,1985-06-29,31,1,2010-08-29
520,Rebecca,Myers,14,1976-03-19,40,2,2006-02-12
521,Helen,Cole,20,1977-03-05,40,2,2015-05-05
522,Patricia,Robinson,28,1990-01-03,27,2,2014-08-15
523,Elena,Sweeney,16,1962-04-06,54,2,2008-08-23
524,Gertrude,Vinson,2,1982-12-28,34,2,2009-10-16
525,Kimberly,Edwards,8,1952-07-31,64,2,2000-08-04
526,William,Smith,25,1967-02-17,50,1,2013-10-23
527,Michael,Scott,43,1959-08-15,57,1,2004-04-21
528,Angela,Smith,21,2004-04-17,12,2,2015-06-24
529,Kerri,Huffman,10,1975-09-30,41,2,2003-04-11
530,Edna,Jones,47,1994-09-08,22,2,2013-08-06
531,Grace,Phillips,12,1976-08-15,40,2,2015-12-11
532,Jeanine,Lee,15,1974-05-04,42,2,2014-09-26
533,Renee,Williamson,40,1961-11-18,55,2,2015-01-18
534,Phillip,Mills,48,1951-07-30,65,1,2000-09-01
535,Gladys,Allen,2,1989-03-20,27,2,2005-05-03
536,Christine,Ross,28,1975-03-29,41,2,2010-10-12
537,Tracy,Raymond,19,1971-01-25,46,2,2011-10-03
538,Francisco,Green,6,1983-05-28,33,1,2012-11-22
539,John,Green,11,1951-10-06,65,1,2015-08-18
540,Joseph,Green,9,1989-07-22,27,1,2015-01-02
541,Cedric,Gomez,13,1990-05-04,26,1,2014-07-20
542,Emilio,Trujillo,15,1970-01-13,47,1,2006-07-17
543,Anthony,Parks,30,1971-07-17,45,1,2004-12-24
544,Tomas,Chase,10,1969-12-20,47,1,2009-03-29
545,Mary,Graves,19,1988-07-20,28,2,2003-08-13
546,Michael,Olsen,4,1982-05-20,34,1,2008-10-21
547,Nicole,Carroll,22,1998-04-22,18,2,2011-12-14
548,Erin,Gates,31,1950-01-12,67,2,2014-10-25
549,Alberto,Carson,9,1976-05-28,40,1,2011-09-23
550,Martin,Palmer,18,1978-02-15,39,1,2005-07-08
551,Gloria,Jenkins,40,1980-03-17,36,2,2008-07-20
552,Stephen,Burks,26,1988-07-19,28,1,2006-03-02
553,Patrick,Brown,29,1952-02-04,65,1,2012-01-29
554,Esther,Simpson,50,1962-04-30,54,2,2009-07-29
555,Melinda,Owens,14,1965-10-31,51,2,2004-03-04
556,Ronald,Miller,2,1981-09-15,35,1,2006-10-15
557,Norman,Anderson,17,2003-01-15,14,1,2015-07-29
558,Teddy,Strickland,3,1983-07-26,33,1,2008-06-30
559,Quentin,Larson,26,2004-11-14,12,1,2014-07-19
560,Jefferson,Rose,9,1983-07-02,33,1,2014-10-18
561,Carlos,Merrill,40,1983-02-09,34,1,2003-05-15
562,Diana,Ross,35,1996-03-26,20,2,2007-03-26
563,Audrey,Sullivan,44,1972-04-05,44,2,2001-06-20
564,Jillian,Hawkins,10,1987-05-19,29,2,2006-03-02
565,Thomas,Flynn,27,1991-06-10,25,1,2013-04-13
566,Michael,Curry,7,1999-05-03,17,1,2009-04-13
567,Brianna,Conway,38,1989-07-20,27,2,2012-06-19
568,James,Caldwell,20,1960-03-23,56,1,2007-08-24
569,Marjorie,Barnett,46,1993-10-18,23,2,2004-02-06
570,Elizabeth,Middleton,11,1978-12-31,38,2,2015-01-29
571,Steve,Davis,21,1960-01-16,57,1,2009-02-28
572,Rebecca,Rich,1,1996-03-19,20,2,2009-07-13
573,Beverly,Rogers,16,1989-03-15,27,2,2013-12-27
574,Kent,Bryant,15,1956-12-10,60,1,2003-01-31
575,Julio,Nichols,45,1965-05-30,51,1,2002-05-16
576,Nora,Parks,37,1974-08-14,42,2,2002-08-21
577,Joanne,Brown,24,1991-06-19,25,2,2003-05-10
578,David,Mendoza,28,1988-06-29,28,1,2002-04-12
579,Linda,Kim,11,1996-04-08,20,2,2007-05-24
580,Jose,Perez,27,1969-11-25,47,1,2003-10-30
581,Michelle,Payne,45,1964-04-25,52,2,2006-06-19
582,Amy,Leach,33,1952-10-27,64,2,2001-04-10
583,Gary,Poole,36,1982-10-14,34,1,2010-01-24
584,Rex,Lucas,41,1977-08-25,39,1,2011-09-06
585,Stephen,Delacruz,19,1967-09-08,49,1,2003-04-02
586,Michael,Pittman,11,1960-07-28,56,1,2010-12-21
587,Marilyn,Martinez,42,1960-02-10,57,2,2002-04-12
588,Jason,Lopez,49,1965-04-13,51,1,2003-11-01
589,Susan,Ward,4,1965-07-05,51,2,2012-07-12
590,Rita,Mcdaniel,24,1956-11-08,60,2,2013-01-01
591,Glen,Myers,48,1957-12-10,59,1,2002-01-17
592,Sadie,Dickerson,5,2003-03-28,13,2,2015-04-07
593,Nicholas,Johns,14,1974-02-22,43,1,2005-09-02
594,Hugh,Davis,23,1957-12-12,59,1,2008-01-10
595,Arthur,Davis,34,2000-01-05,17,1,2013-09-21
596,John,Williamson,14,1967-10-23,49,1,2012-03-26
597,Violet,Gomez,29,1994-01-13,23,2,2015-03-28
598,Patrick,Ruiz,10,1982-03-31,34,1,2009-07-18
599,Trent,Hill,24,2001-12-19,15,1,2012-05-11
600,Kenneth,Davis,38,1967-04-03,49,1,2011-06-03
601,Kirsten,Dudley,48,1989-02-11,28,2,2008-01-04
602,Judith,Johnson,14,1979-09-01,37,2,2006-10-18
603,Phyllis,Mcmahon,45,1967-02-08,50,2,2008-02-28
604,Bryan,Stephens,34,1982-04-14,34,1,2002-11-08
605,Lee,Robinson,8,1965-05-28,51,1,2011-06-20
606,Katherine,Moore,3,1983-09-16,33,2,2001-05-30
607,Margaret,Chang,36,1965-01-24,52,2,2007-03-28
608,Yolanda,Hall,22,1989-04-01,27,2,2000-02-23
609,Brian,Green,39,1986-12-20,30,1,2003-06-17
610,Sherry,Arnold,3,1951-06-09,65,2,2009-02-16
611,James,Jackson,12,1965-07-30,51,1,2011-03-21
612,Sheryl,Johnson,17,1990-02-04,27,2,2000-08-25
613,Betty,Dixon,2,1976-10-13,40,2,2006-12-10
614,Clara,Stanley,38,1969-12-22,47,2,2008-01-08
615,Shane,Wall,28,1970-10-20,46,1,2012-01-09
616,Theodore,Freeman,31,1981-09-19,35,1,2007-08-26
617,Alice,O'donnell,13,1977-07-06,39,2,2000-08-16
618,Marlon,Riley,1,1969-11-08,47,1,2000-01-16
619,Gary,Young,50,1974-08-13,42,1,2009-11-18
620,Shelia,Donovan,41,1997-07-10,19,2,2013-01-09
621,Wanda,Harper,21,2003-08-02,13,2,2014-02-26
622,Rita,White,16,1986-01-01,31,2,2012-11-05
623,Nathaniel,Greene,15,1986-11-02,30,1,2014-04-17
624,Barbara,Ramirez,29,1962-07-03,54,2,2007-10-12
625,Daniel,Ryan,20,1986-06-29,30,1,2007-10-04
626,Annie,Jackson,28,1972-03-20,44,2,2014-07-28
627,Jane,Williams,14,1967-09-10,49,2,2008-03-23
628,Linda,Carney,1,1986-03-17,30,2,2015-03-04
629,Steven,Olson,50,1957-11-21,59,1,2003-03-29
630,Robert,Hernandez,46,1974-07-01,42,1,2003-09-19
631,Rochelle,Jones,50,1957-07-05,59,2,2012-02-12
632,Thomas,Young,20,1990-10-05,26,1,2008-10-02
633,Wilma,Hampton,39,1967-06-26,49,2,2004-09-12
634,Helen,Webb,19,1959-01-06,58,2,2002-06-26
635,Beverly,Robinson,49,1988-12-05,28,2,2015-12-16
636,Sarah,Maxwell,3,1983-05-01,33,2,2013-11-03
637,John,Baker,4,1961-02-06,56,1,2002-07-14
638,Wm,James,7,1966-04-03,50,1,2008-09-13
639,Susan,Lewis,23,1993-10-01,23,2,2013-08-28
640,Margie,Thomas,21,1976-01-07,41,2,2008-05-25
641,Ronnie,Carr,6,2004-06-17,12,1,2014-03-17
642,Nancy,Martin,30,1989-01-10,28,2,2009-07-16
643,Kristy,Chavez,40,1958-11-26,58,2,2009-08-22
644,Philip,Holt,5,1951-01-08,66,1,2015-03-14
645,Helen,Reid,2,1956-12-06,60,2,2015-01-17
646,Donald,Armstrong,9,1968-06-19,48,1,2001-04-22
647,Edith,Sims,6,1978-08-17,38,2,2010-07-11
648,William,Carter,17,1955-07-15,61,1,2002-05-22
649,Constance,Smith,30,1951-04-29,65,2,2013-04-11
650,Ray,Campbell,26,2001-03-23,15,1,2011-12-01
651,Mary,Gutierrez,4,1957-03-10,59,2,2013-08-25
652,Eugenio,Boyd,40,1957-07-30,59,1,2015-09-17
653,Catalina,Mcgowan,42,1986-05-15,30,2,2015-02-07
654,William,Shelton,43,1974-02-06,43,1,2007-04-15
655,Rosa,Hart,30,1960-03-24,56,2,2013-06-02
656,Sarah,Rodgers,47,1976-08-08,40,2,2007-10-29
657,Delmer,Harris,8,1962-10-19,54,1,2011-03-26
658,Patrick,Neal,44,1996-09-07,20,1,2008-07-28
659,Krystal,Elliott,24,2003-01-04,14,2,2015-02-01
660,Derrick,Washington,13,1979-09-17,37,1,2005-09-03
661,Henry,Caldwell,42,1967-05-10,49,1,2005-11-24
662,Sharon,Hudson,29,1967-09-27,49,2,2005-10-05
663,Cherie,Wilson,16,1964-08-27,52,2,2012-05-22
664,Thelma,Williams,18,1962-04-15,54,2,2006-07-23
665,Katelyn,Miller,35,1959-02-01,58,2,2009-05-19
666,Tina,Chavez,18,1982-04-17,34,2,2014-01-14
667,Gary,Woodward,36,1963-04-11,53,1,2012-04-26
668,Reginald,Roberts,39,1967-03-25,49,1,2000-09-24
669,Karen,Diaz,28,1956-02-19,61,2,2006-01-10
670,Pauline,Parsons,28,1979-11-04,37,2,2000-12-03
671,Andrea,Taylor,32,1984-10-31,32,2,2011-06-11
672,Shanna,Gonzalez,19,1964-10-03,52,2,2013-09-09
673,Kimberly,Landry,21,1954-11-08,62,2,2006-04-23
674,Beverly,Hill,3,1980-07-25,36,2,2006-11-19
675,Mack,Simpson,4,1995-04-27,21,1,2006-02-21
676,Sarah,Clark,12,1973-02-18,44,2,2013-12-17
677,Betty,Bolton,35,1961-09-17,55,2,2001-11-16
678,Paul,Richard,30,1998-02-24,19,1,2010-03-10
679,Catherine,Morrow,42,1959-03-20,57,2,2013-11-20
680,William,Griffin,9,1958-01-12,59,1,2013-02-25
681,William,Turner,10,1970-06-09,46,1,2000-12-11
682,Renee,Adkins,46,1977-01-03,40,2,2002-03-18
683,Douglas,Workman,42,1994-04-14,22,1,2005-07-20
684,Dave,Santos,22,1960-07-28,56,1,2013-05-26
685,Van,Robinson,25,1961-02-25,56,1,2008-10-12
686,Victoria,Jackson,31,1980-02-10,37,2,2009-01-18
687,Ruth,Preston,44,1977-01-21,40,2,2008-09-20
688,Michael,Johnson,3,1952-06-28,64,1,2004-03-31
689,Allan,Mcgee,48,1959-05-01,57,1,2003-08-19
690,Allen,Marks,25,1953-10-05,63,1,2003-11-26
691,George,Dixon,3,1976-04-04,40,1,2000-08-06
692,Mary,Stanley,15,1962-03-12,54,2,2013-04-26
693,Alice,Chan,35,1982-02-02,35,2,2001-06-22
694,Denise,Beard,3,1950-11-10,66,2,2011-03-24
695,Gino,Yates,44,2003-06-14,13,1,2015-10-18
696,Joyce,Johnson,3,1973-03-22,43,2,2004-01-21
697,Edward,Pierce,37,1972-09-19,44,1,2000-09-24
698,Louise,White,24,2001-09-10,15,2,2011-11-04
699,Adam,Farmer,4,1996-10-11,20,1,2014-02-18
700,Mary,Cortez,10,1985-06-29,31,2,2009-12-25
701,Becky,Taylor,29,1980-03-02,37,2,2011-11-30
702,Michael,Patterson,2,1976-12-12,40,1,2011-06-27
703,Regina,Hernandez,7,1992-10-02,24,2,2012-11-30
704,Violet,Thompson,35,1962-08-17,54,2,2000-11-13
705,Robert,Jones,2,1961-08-07,55,1,2009-05-14
706,Gary,Lane,2,1966-03-19,50,1,2004-10-16
707,Ross,Berry,47,1967-07-26,49,1,2003-11-16
708,Richard,Wilson,30,1998-02-19,19,1,2013-01-23
709,Dana,Martin,3,1966-03-13,50,2,2000-01-12
710,Sylvia,Davis,3,1961-12-27,55,2,2006-09-13
711,Abe,Lindsey,12,1953-09-29,63,1,2001-06-02
712,Lesley,White,14,1963-01-13,54,2,2011-09-11
713,Angel,Dorsey,29,1985-03-20,31,1,2001-12-12
714,Chris,Montgomery,19,1964-09-12,52,1,2015-05-17
715,Kenneth,Rollins,7,1992-11-20,24,1,2006-01-28
716,Jose,Barrett,23,1985-04-22,31,1,2013-03-08
717,William,Crawford,10,1989-10-15,27,1,2008-06-21
718,Gloria,Williams,29,1967-12-04,49,2,2005-12-25
719,Vickie,Lee,19,1980-09-14,36,2,2004-11-07
720,Theresa,Pickett,35,1985-08-17,31,2,2015-09-27
721,Michael,Powell,17,1983-04-28,33,1,2014-01-26
722,Charles,Haynes,39,1978-01-06,39,1,2004-06-06
723,Russell,Jones,39,1967-12-24,49,1,2007-04-22
724,Stephanie,Martin,40,1963-03-15,53,2,2015-07-28
725,Charles,Ramirez,25,1960-03-18,56,1,2001-10-01
726,Annette,Johnson,24,1954-03-11,62,2,2000-10-19
727,Theodore,Smith,30,1982-10-02,34,1,2002-06-05
728,Alejandro,Lawson,19,1950-10-01,66,1,2009-05-23
729,Tyler,Roman,38,2003-03-15,13,1,2013-05-17
730,Carolyn,Wood,31,1988-05-21,28,2,2006-05-16
731,Alan,Taylor,35,1983-06-01,33,1,2010-10-13
732,Gregory,Becker,30,1994-01-25,23,1,2015-09-11
733,Keith,Welch,43,1962-03-14,54,1,2009-05-14
734,Kenneth,Chang,41,1986-07-15,30,1,2014-07-21
735,Grace,Henderson,24,1954-09-02,62,2,2014-10-27
736,Leroy,Webb,39,1958-11-23,58,1,2013-05-17
737,Juan,William,28,1981-05-31,35,1,2005-02-15
738,Rodger,Pacheco,48,1962-01-29,55,1,2004-01-06
739,Debra,Simmons,7,1985-12-29,31,2,2004-10-11
740,Thomas,Henry,31,1967-04-20,49,1,2013-11-10
741,Naomi,Lyons,14,1956-07-12,60,2,2000-07-04
742,Jessica,Campbell,40,1988-05-19,28,2,2004-06-23
743,Dave,Zimmerman,8,1953-03-27,63,1,2008-10-11
744,Trey,Gray,47,1957-08-22,59,1,2010-09-24
745,Patricia,Cunningham,50,1987-11-09,29,2,2009-09-27
746,Catherine,Martinez,12,1964-09-18,52,2,2013-10-21
747,Antonio,Wood,33,1990-11-29,26,1,2008-12-31
748,Marion,Murphy,20,1973-06-15,43,1,2014-10-10
749,John,Franks,12,1986-09-05,30,1,2000-06-26
750,Michael,Lindsay,4,1999-05-23,17,1,2015-11-08
751,David,Rhodes,14,1954-02-26,63,1,2001-11-28
752,William,Chavez,42,1962-07-19,54,1,2007-04-17
753,Dennis,Thompson,27,1966-10-15,50,1,2000-03-23
754,Frances,Gibson,32,1988-07-12,28,2,2014-07-17
755,James,Wright,36,1991-09-16,25,1,2011-10-02
756,Donna,Haney,22,1953-02-17,64,2,2013-04-16
757,Patrick,Gray,29,1958-04-14,58,1,2015-06-25
758,Alana,Bradshaw,3,1962-05-01,54,2,2000-09-23
759,Orlando,Davis,47,1974-12-06,42,1,2014-03-28
760,Jean,Rich,10,1998-07-26,18,2,2014-01-01
761,Janette,Bates,2,2004-10-12,12,2,2014-06-21
762,Thomas,Snow,25,1972-08-09,44,1,2014-02-05
763,Jay,Jacobs,35,1970-03-28,46,1,2001-05-10
764,Ryan,Lynn,39,1990-09-10,26,1,2001-02-10
765,Kathy,Phillips,26,2002-02-22,15,2,2014-11-22
766,Jill,Wright,15,1975-09-22,41,2,2008-08-04
767,Janice,Ferrell,40,1962-05-29,54,2,2014-07-18
768,Angeline,Randolph,24,1983-02-13,34,2,2012-05-23
769,John,Lopez,25,1999-05-17,17,1,2015-03-25
770,Charles,Keith,30,1997-02-02,20,1,2008-06-28
771,Hilda,Alexander,40,1988-07-15,28,2,2003-11-07
772,Michael,Thomas,2,1955-10-20,61,1,2003-07-02
773,Mark,James,35,1950-08-13,66,1,2005-09-06
774,Guadalupe,Barnett,46,1951-01-05,66,2,2001-06-22
775,Jason,Roberts,35,1969-04-25,47,1,2010-01-02
776,Molly,Henderson,11,1969-01-11,48,2,2005-10-14
777,Jeffrey,Tate,47,1986-11-05,30,1,2006-05-11
778,George,Lewis,28,1961-02-11,56,1,2004-07-31
779,Mark,Hart,42,1962-05-29,54,1,2008-06-04
780,James,Johnson,46,1953-04-25,63,1,2010-05-27
781,Terry,Calhoun,43,1953-01-02,64,1,2014-06-20
782,Margaret,Kane,37,1973-12-14,43,2,2001-01-17
783,Kenneth,Skinner,10,1967-01-19,50,1,2009-09-20
784,Michael,Mathews,8,1951-07-22,65,1,2005-04-04
785,Cynthia,Williams,40,1961-08-06,55,2,2004-08-19
786,Ruby,Hernandez,5,1954-11-12,62,2,2008-04-08
787,Maggie,Jones,45,1955-08-14,61,2,2002-10-04
788,Kerry,Martin,20,1999-11-01,17,2,2012-11-10
789,Ada,Joyner,5,1975-08-09,41,2,2013-03-19
790,Eleanor,Bauer,50,1985-06-16,31,2,2003-02-25
791,Charles,Brooks,9,1969-07-26,47,1,2015-03-23
792,William,Stevens,49,1980-11-20,36,1,2010-07-30
793,Melissa,Hays,29,1987-08-10,29,2,2012-06-23
794,Roy,Collins,18,2000-01-28,17,1,2014-05-04
795,Charlene,Nelson,48,1986-09-05,30,2,2010-02-07
796,Jason,Jones,29,1982-06-25,34,1,2004-12-28
797,Arthur,Webb,2,1972-09-26,44,1,2005-01-17
798,Edward,Lawrence,20,1992-02-14,25,1,2011-03-11
799,Russell,Riley,17,1999-10-16,17,1,2010-10-29
800,Catherine,Mitchell,49,1951-06-12,65,2,2011-06-15
801,Maria,Kelly,41,1979-05-07,37,2,2011-09-19
802,Bret,Dejesus,34,1983-10-13,33,1,2000-07-02
803,Debra,Anderson,49,1954-07-09,62,2,2003-02-19
804,Charles,Reid,27,1997-05-01,19,1,2013-04-07
805,James,Clark,29,1990-08-04,26,1,2010-03-23
806,Tania,Smith,47,1993-08-29,23,2,2004-09-27
807,Dale,Hopkins,1,1985-02-19,32,1,2004-09-26
808,Michelle,Yang,40,1964-06-04,52,2,2006-08-07
809,James,Glover,50,1954-03-28,62,1,2002-01-04
810,John,Jones,38,1971-07-25,45,1,2000-02-03
811,Sean,George,5,1997-08-26,19,1,2015-01-31
812,Sally,Turner,40,1996-11-14,20,2,2011-06-01
813,Jerry,Hahn,25,1965-12-26,51,1,2006-06-28
814,Edward,Hopper,38,1964-02-22,53,1,2009-02-22
815,Claudette,Mitchell,19,1954-01-14,63,2,2004-06-16
816,Bryan,Carter,7,1983-03-27,33,1,2012-02-06
817,Polly,Lee,22,1974-10-14,42,2,2014-06-09
818,Florence,Allen,50,1968-07-31,48,2,2005-01-04
819,Lori,Potts,48,2002-01-17,15,2,2013-04-22
820,Stephanie,Carter,20,1989-12-07,27,2,2011-06-16
821,Joseph,Miller,23,1959-12-31,57,1,2002-07-13
822,Joshua,Mcdonald,1,1968-06-13,48,1,2007-07-10
823,Cory,Savage,8,1988-04-30,28,1,2008-09-23
824,Wayne,Hernandez,40,2000-05-30,16,1,2011-01-23
825,Juanita,Mcdaniel,9,1985-01-31,32,2,2007-11-06
826,Shana,Humphrey,42,1977-01-11,40,2,2002-12-08
827,Juanita,Walker,11,1973-01-06,44,2,2000-12-29
828,Archie,Bennett,50,2000-07-10,16,1,2014-08-30
829,Matthew,Johnson,17,1971-04-03,45,1,2007-12-27
830,Katrina,Taylor,39,1977-09-27,39,2,2000-06-13
831,Charles,Klein,47,1977-09-26,39,1,2013-08-06
832,Marvin,Mcdonald,29,1983-10-13,33,1,2004-04-14
833,Tonya,Smith,46,1974-08-30,42,2,2012-10-09
834,Ida,Clarke,34,1982-05-28,34,2,2013-10-10
835,Jacqueline,Williams,38,1950-04-25,66,2,2007-08-24
836,Enrique,Nichols,44,1963-12-18,53,1,2009-09-24
837,Christopher,Lewis,30,1986-04-08,30,1,2005-02-16
838,Johnny,Barnes,42,1999-09-02,17,1,2015-11-23
839,David,Francis,40,2000-01-31,17,1,2011-04-27
840,Lula,Boone,46,2003-03-26,13,2,2013-11-25
841,Tonya,Black,34,1978-10-20,38,2,2012-02-28
842,Monica,Ellis,32,1997-10-19,19,2,2011-08-22
843,Claudette,Bryant,28,1973-01-04,44,2,2015-11-27
844,Thomas,Patterson,8,1974-10-24,42,1,2007-04-10
845,Timothy,Ramirez,47,1962-06-04,54,1,2001-06-11
846,Randal,Weber,18,1986-11-16,30,1,2013-06-13
847,Lisa,Martinez,1,1970-11-14,46,2,2004-12-05
848,Jerry,Washington,6,1962-12-21,54,1,2014-12-27
849,Perry,Cannon,31,2001-03-04,16,1,2012-07-15
850,Barbara,Gibson,3,1987-08-31,29,2,2011-04-27
851,Karina,Wood,23,1984-12-09,32,2,2014-09-29
852,Nicholas,Hoffman,40,1984-05-31,32,1,2011-02-10
853,Mark,Garza,18,1952-03-05,65,1,2015-03-02
854,Marie,Calderon,39,1981-08-13,35,2,2001-11-16
855,Sherry,Harris,47,1963-10-03,53,2,2011-08-14
856,Lucille,Acosta,29,1995-11-01,21,2,2005-09-27
857,James,Goodwin,23,1967-11-28,49,1,2014-11-20
858,Melissa,Gray,46,1993-03-24,23,2,2003-10-09
859,Daniel,Arnold,46,1989-07-29,27,1,2000-01-04
860,Doris,Smith,27,1980-01-24,37,2,2007-12-03
861,Robert,Dyer,14,1994-11-14,22,1,2004-10-23
862,Hector,Stewart,18,1959-08-30,57,1,2004-07-08
863,Cheryl,Reynolds,9,2000-02-15,17,2,2014-03-29
864,Elisa,Baird,6,1977-03-14,39,2,2000-07-09
865,Veronica,Greene,36,1954-03-11,62,2,2001-08-12
866,Helen,Freeman,6,1953-02-20,64,2,2003-05-15
867,Timothy,Cooper,17,1961-08-24,55,1,2015-11-07
868,Jonathan,Taylor,6,1974-08-21,42,1,2001-08-04
869,Leonard,Dudley,41,1951-11-02,65,1,2007-12-08
870,Christina,Mullen,3,1994-08-28,22,2,2015-05-23
871,Walter,Drake,15,1955-03-19,61,1,2005-01-01
872,Katherine,Jacobson,47,1984-02-20,33,2,2003-07-06
873,Jerome,Valencia,39,2000-01-08,17,1,2011-07-29
874,Gene,Jones,23,1986-12-07,30,1,2000-06-20
875,Marlene,Reynolds,21,2004-12-13,12,2,2015-03-10
876,Mary,Stout,31,2003-02-17,14,2,2015-12-21
877,Harold,King,45,1956-09-29,60,1,2000-03-09
878,Pearl,Bryan,29,1966-11-23,50,2,2010-09-22
879,Pamela,Wolfe,35,1976-11-01,40,2,2011-05-11
880,Raymond,Ramirez,27,2000-09-05,16,1,2014-04-14
881,Anna,Bender,46,1952-12-21,64,2,2003-09-04
882,Betty,Jones,7,1992-05-26,24,2,2010-06-28
883,Courtney,Gordon,44,1950-04-22,66,2,2009-03-11
884,Christopher,Baker,50,1958-08-09,58,1,2001-08-21
885,Russell,Walker,30,1978-11-09,38,1,2005-04-13
886,Tracey,Lewis,32,1979-09-26,37,2,2002-02-08
887,Daniel,Meyer,1,1966-10-14,50,1,2010-06-27
888,Leon,Perez,18,1979-01-12,38,1,2007-10-23
889,Alice,Pruitt,12,2001-11-13,15,2,2014-08-09
890,Ted,Taylor,16,1969-08-11,47,1,2009-07-31
891,Kim,Noble,49,1951-07-21,65,2,2008-12-19
892,Mary,Boone,18,1993-07-07,23,2,2009-02-11
893,Matthew,Price,1,1965-05-29,51,1,2003-01-20
894,Beatrice,Stephens,27,1970-12-25,46,2,2007-12-09
895,Tanisha,Odom,17,1979-09-30,37,2,2004-01-15
